AchievementConfig_Desc_1|总胜场达到<color=#74392B>{0}/{1}</color>次
AchievementConfig_Desc_10|赞助商任务完成次数达到<color=#74392B>{0}/{1}</color>次
AchievementConfig_Desc_11|拥有粉丝<color=#74392B>{0}/{1}</color>个
AchievementConfig_Desc_12|建筑总等级达到<color=#74392B>{0}/{1}</color>级
AchievementConfig_Desc_2|竞技场胜场达到<color=#74392B>{0}/{1}</color>次
AchievementConfig_Desc_3|特锦赛达到<color=#74392B>{0}/{1}</color>次
AchievementConfig_Desc_4|英雄总熟练度等级达到<color=#74392B>{0}/{1}</color>级
AchievementConfig_Desc_5|英雄总奥义等级达到<color=#74392B>{0}/{1}</color>级
AchievementConfig_Desc_6|纪念品收集度达到<color=#74392B>{0}/{1}</color>
AchievementConfig_Desc_7|纪念品星级达到<color=#74392B>{0}/{1}</color>
AchievementConfig_Desc_8|外设打造总次数达到<color=#74392B>{0}/{1}</color>次
AchievementConfig_Desc_9|运营计划热度次数达到<color=#74392B>{0}/{1}</color>次
ArenaRobotConfig_Name_1|OpenAI
ArenaRobotConfig_Name_10|OpenAI
ArenaRobotConfig_Name_11|OpenAI
ArenaRobotConfig_Name_12|OpenAI
ArenaRobotConfig_Name_13|OpenAI
ArenaRobotConfig_Name_14|OpenAI
ArenaRobotConfig_Name_15|OpenAI
ArenaRobotConfig_Name_16|OpenAI
ArenaRobotConfig_Name_17|OpenAI
ArenaRobotConfig_Name_18|OpenAI
ArenaRobotConfig_Name_19|OpenAI
ArenaRobotConfig_Name_2|OpenAI
ArenaRobotConfig_Name_20|OpenAI
ArenaRobotConfig_Name_21|OpenAI
ArenaRobotConfig_Name_22|OpenAI
ArenaRobotConfig_Name_23|OpenAI
ArenaRobotConfig_Name_24|OpenAI
ArenaRobotConfig_Name_25|OpenAI
ArenaRobotConfig_Name_26|OpenAI
ArenaRobotConfig_Name_27|OpenAI
ArenaRobotConfig_Name_28|OpenAI
ArenaRobotConfig_Name_29|OpenAI
ArenaRobotConfig_Name_3|OpenAI
ArenaRobotConfig_Name_30|OpenAI
ArenaRobotConfig_Name_31|OpenAI
ArenaRobotConfig_Name_32|OpenAI
ArenaRobotConfig_Name_33|OpenAI
ArenaRobotConfig_Name_34|OpenAI
ArenaRobotConfig_Name_35|OpenAI
ArenaRobotConfig_Name_36|OpenAI
ArenaRobotConfig_Name_37|OpenAI
ArenaRobotConfig_Name_38|OpenAI
ArenaRobotConfig_Name_39|OpenAI
ArenaRobotConfig_Name_4|OpenAI
ArenaRobotConfig_Name_40|OpenAI
ArenaRobotConfig_Name_41|OpenAI
ArenaRobotConfig_Name_42|OpenAI
ArenaRobotConfig_Name_43|OpenAI
ArenaRobotConfig_Name_44|OpenAI
ArenaRobotConfig_Name_45|OpenAI
ArenaRobotConfig_Name_46|OpenAI
ArenaRobotConfig_Name_47|OpenAI
ArenaRobotConfig_Name_48|OpenAI
ArenaRobotConfig_Name_49|OpenAI
ArenaRobotConfig_Name_5|OpenAI
ArenaRobotConfig_Name_50|OpenAI
ArenaRobotConfig_Name_6|OpenAI
ArenaRobotConfig_Name_7|OpenAI
ArenaRobotConfig_Name_8|OpenAI
ArenaRobotConfig_Name_9|OpenAI
BuildingConfig_Desc_1|解锁俱乐部区域及其等级上限
BuildingConfig_Desc_10|选择赞助商及接受赞助任务
BuildingConfig_Desc_11|游玩小游戏
BuildingConfig_Desc_2|查看和领取选手的行程收益
BuildingConfig_Desc_3|进行训练提升英雄熟练度
BuildingConfig_Desc_4|获取和提升英雄奥义
BuildingConfig_Desc_5|获取和升级纪念品
BuildingConfig_Desc_6|研制外设装备
BuildingConfig_Desc_7|进行特训提升选手实力
BuildingConfig_Desc_8|指定计划进行直播运营
BuildingConfig_Desc_9|查看和领取粉丝礼物
BuildingConfig_Name_1|经理办公室
BuildingConfig_Name_10|前台
BuildingConfig_Name_11|娱乐室
BuildingConfig_Name_2|外设仓库
BuildingConfig_Name_3|赞助会议室
BuildingConfig_Name_4|选手运营室
BuildingConfig_Name_5|专项训练室
BuildingConfig_Name_6|训练室
BuildingConfig_Name_7|纪念品收藏室
BuildingConfig_Name_8|英雄研究室
BuildingConfig_Name_9|日程表
ChampionshipMoraleConfig_Name_1|输出_战士
ChampionshipMoraleConfig_Name_10|生存_辅助
ChampionshipMoraleConfig_Name_11|走位_刺客
ChampionshipMoraleConfig_Name_12|输出_刺客
ChampionshipMoraleConfig_Name_13|生存_审判者
ChampionshipMoraleConfig_Name_14|输出_剑神
ChampionshipMoraleConfig_Name_15|生存_狂斧
ChampionshipMoraleConfig_Name_16|走位_守护者
ChampionshipMoraleConfig_Name_17|输出_狙击手
ChampionshipMoraleConfig_Name_18|输出_游侠
ChampionshipMoraleConfig_Name_19|输出_魔法师
ChampionshipMoraleConfig_Name_2|生存_战士
ChampionshipMoraleConfig_Name_20|输出_占星师
ChampionshipMoraleConfig_Name_21|走位_月之祭祀
ChampionshipMoraleConfig_Name_22|走位_歌者
ChampionshipMoraleConfig_Name_23|输出_幽灵
ChampionshipMoraleConfig_Name_24|输出_暗杀者
ChampionshipMoraleConfig_Name_25|输出_战士
ChampionshipMoraleConfig_Name_26|生存_战士
ChampionshipMoraleConfig_Name_27|生存_坦克
